Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,0.78,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,0.98,457,NP_064204.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5221,141,capsid portal protein,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus,,,
27,contig-21_14_length_8796_read_count_13842_2_2888_6511,1207,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.78,242,YP_052956.1,Reoviridae,Reoviridae,Sedoreoviridae,16620,350,VP7-capsid,Structural-Envelope,Bos taurus,dsRNA,Orbivirus,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.83,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.66,685,QPB69979.1,Flaviviridae,Flaviviridae,Flaviviridae,476,71,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Hepacivirus,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.92,685,QPB69979.1,Flaviviridae,Flaviviridae,Flaviviridae,476,71,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Hepacivirus,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.86,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.94,75,QVW10123.1,Astroviridae,Astroviridae,Astroviridae,1845,1611,RNA-dependent RNA polymerase,Replication-Transcription,Sus scrofa,ssRNA(+),Mamastrovirus,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,0.72,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
28,contig-21_14_length_8796_read_count_13842_3_6609_8795,729,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
29,contig-21_16_length_8601_read_count_11942_1_38_1003,321,0.55,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.8,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
30,contig-21_16_length_8601_read_count_11942_2_1098_2963,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,0.78,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,0.98,782,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,0.98,162,YP_031678.1,Retroviridae,Retroviridae,Retroviridae,2603,629,envelope protein,Structural-Envelope,Gallus gallus,ssRNA-RT,Alpharetrovirus,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,0.77,192,NP_056886.1,Retroviridae,Retroviridae,Retroviridae,1582,489,gag protein,Structural-Envelope,Gallus gallus,ssRNA-RT,Alpharetrovirus,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,0.81,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
31,contig-21_16_length_8601_read_count_11942_3_3020_4720,566,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,0.63,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
32,contig-21_16_length_8601_read_count_11942_4_4717_6252,511,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
33,contig-21_18_length_8239_read_count_12961_1_2_1231,410,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
33,contig-21_18_length_8239_read_count_12961_1_2_1231,410,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
33,contig-21_18_length_8239_read_count_12961_1_2_1231,410,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.84,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
34,contig-21_18_length_8239_read_count_12961_7_4273_7896,1207,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
35,contig-21_21_length_8134_read_count_14973_3_1669_2892,407,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
35,contig-21_21_length_8134_read_count_14973_3_1669_2892,407,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
35,contig-21_21_length_8134_read_count_14973_3_1669_2892,407,0.64,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,0.93,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,0.69,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
36,contig-21_21_length_8134_read_count_14973_4_3043_4569,508,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
37,contig-21_21_length_8134_read_count_14973_6_5065_6300,411,0.65,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
37,contig-21_21_length_8134_read_count_14973_6_5065_6300,411,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
37,contig-21_21_length_8134_read_count_14973_6_5065_6300,411,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
38,contig-21_21_length_8134_read_count_14973_7_6327_7601,424,0.84,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
38,contig-21_21_length_8134_read_count_14973_7_6327_7601,424,0.55,565,NP_624332.2,Totiviridae,Totiviridae-Partitiviridae,Totiviridae,1586,176,RNA-dependent RNA polymerase,Replication-Transcription,Pyricularia oryzae,dsRNA,Victorivirus,,,
38,contig-21_21_length_8134_read_count_14973_7_6327_7601,424,0.52,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
38,contig-21_21_length_8134_read_count_14973_7_6327_7601,424,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.9,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,1,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,1,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,1,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,1,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.99,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.78,119,ATP66856.1,Flaviviridae,Flaviviridae,Flaviviridae,150,906,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pestivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.46,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.77,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.51,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.84,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.87,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.99,326,ASA40120.1,Caulimoviridae,Caulimoviridae-Phycodnaviridae,Caulimoviridae,1088,223,polyprotein,Other-Functions,Dioscorea cayenensis subsp. rotundata,dsDNA-RT,Badnavirus,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.63,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.58,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.69,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
39,contig-21_23_length_8039_read_count_11981_2_629_3871,1080,0.64,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
40,contig-21_23_length_8039_read_count_11981_3_4044_5249,401,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
40,contig-21_23_length_8039_read_count_11981_3_4044_5249,401,0.79,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
40,contig-21_23_length_8039_read_count_11981_3_4044_5249,401,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
41,contig-21_23_length_8039_read_count_11981_6_6706_8037,443,0.69,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
41,contig-21_23_length_8039_read_count_11981_6_6706_8037,443,0.9,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
41,contig-21_23_length_8039_read_count_11981_6_6706_8037,443,0.84,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
41,contig-21_23_length_8039_read_count_11981_6_6706_8037,443,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
42,contig-21_24_length_8024_read_count_13265_1_2_1051,350,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
42,contig-21_24_length_8024_read_count_13265_1_2_1051,350,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
43,contig-21_24_length_8024_read_count_13265_2_1128_2876,582,0.76,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
43,contig-21_24_length_8024_read_count_13265_2_1128_2876,582,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
