num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
120,NC_073217.1_43_20300_21430,376,979,0.97,4,3.0,75.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
121,NC_073217.1_47_22771_25080,769,978,0.98,24,23.0,95.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
122,NC_073217.1_51_26447_29005,852,978,0.99,28,28.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
123,NC_073217.1_52_29018_31072,684,978,0.95,20,10.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
124,NC_073217.1_55_31409_32833,474,979,0.97,9,4.0,44.44,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
125,NC_073217.1_59_33574_35775,733,978,0.97,22,13.0,59.09,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
126,NC_073217.1_62_36696_37937,413,979,0.88,6,2.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
127,NC_073217.1_69_40321_42507,728,979,0.93,22,18.0,81.82,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
128,NC_073061.1_7_2160_3302,380,979,0.99,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
129,NC_073061.1_10_4180_5565,461,173,0.91,9,3.0,33.33,NP_116409.1,594,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,glycoprotein B,Structural-Envelope,Homo sapiens,dsDNA
130,NC_073061.1_11_5576_7096,506,979,0.87,11,3.0,27.27,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
131,NC_073061.1_12_7080_8183,367,978,0.93,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
132,NC_073061.1_17_10922_12016,364,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
133,NC_073061.1_25_15977_18622,881,978,0.99,30,19.0,63.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
134,NC_073061.1_30_21391_24837,1148,978,0.96,43,24.0,55.81,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
135,NC_073061.1_31_24865_25830,321,978,0.87,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
136,NC_073061.1_33_26136_27662,508,978,0.98,11,9.0,81.82,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
137,NC_073061.1_42_31662_33086,474,978,0.95,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
138,NC_073061.1_47_34037_36328,763,978,0.93,24,17.0,70.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
139,NC_073061.1_51_37665_39095,476,978,0.97,9,1.0,11.11,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
140,NC_073061.1_57_40974_43238,754,979,0.97,23,10.0,43.48,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
141,NC_073067.1_2_552_1937,461,978,0.92,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
142,NC_073067.1_3_1948_3468,506,979,0.86,11,4.0,36.36,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
143,NC_073067.1_4_3452_4555,367,978,0.95,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
144,NC_073067.1_8_6720_7820,366,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
145,NC_073067.1_16_11777_14419,880,978,0.97,29,18.0,62.07,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
146,NC_073067.1_21_17187_20606,1139,978,0.94,42,23.0,54.76,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
147,NC_073067.1_25_21938_24088,716,978,1.0,21,20.0,95.24,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
148,NC_073067.1_34_28005_29429,474,978,0.96,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
149,NC_073067.1_39_30381_32672,763,978,0.99,24,17.0,70.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
150,NC_073067.1_43_34009_35439,476,978,0.93,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
151,NC_073067.1_47_37174_39438,754,979,0.96,23,12.0,52.17,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
152,NC_073067.1_56_43279_44421,380,979,0.99,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
153,NC_073070.1_1_1_2292,763,978,0.97,24,19.0,79.17,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
154,NC_073070.1_5_3162_4475,437,979,0.94,7,4.0,57.14,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
155,NC_073070.1_14_8442_10265,607,978,0.96,16,15.0,93.75,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
156,NC_073070.1_18_11596_15015,1139,978,0.95,42,28.0,66.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
157,NC_073070.1_23_17784_20426,880,978,0.96,29,17.0,58.62,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
158,NC_073070.1_31_24388_25488,366,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
159,NC_073070.1_37_28008_29111,367,978,0.9,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
160,NC_073070.1_38_29095_30615,506,979,0.87,11,9.0,81.82,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
161,NC_073070.1_39_30627_32012,461,978,0.97,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
162,NC_073070.1_41_32694_33836,380,979,0.97,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
163,NC_073070.1_50_37609_39861,750,979,0.97,23,15.0,65.22,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
164,NC_073070.1_55_41521_42951,476,978,0.91,9,3.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
165,NC_073075.1_2_575_2839,754,979,0.96,23,12.0,52.17,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
166,NC_073075.1_12_6901_8043,380,979,0.99,4,3.0,75.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
167,NC_073075.1_14_8725_10110,461,173,1.0,9,1.0,11.11,NP_116409.1,594,Herpesviridae,Orthoherpesviridae,Herpesviridae,Cytomegalovirus,glycoprotein B,Structural-Envelope,Homo sapiens,dsDNA
168,NC_073075.1_15_10122_11642,506,979,0.97,11,10.0,90.91,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
169,NC_073075.1_16_11626_12729,367,978,0.95,4,3.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
170,NC_073075.1_21_15252_16352,366,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
171,NC_073075.1_29_20321_22963,880,978,0.94,29,15.0,51.72,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
172,NC_073075.1_34_25731_29150,1139,978,0.92,42,21.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
173,NC_073075.1_38_30483_32315,610,978,0.97,16,8.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
174,NC_073075.1_47_36298_37758,486,979,0.9,10,4.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
175,NC_073075.1_51_38481_40772,763,978,0.98,24,18.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
176,NC_073075.1_55_42109_43539,476,978,0.93,9,5.0,55.56,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
177,NC_073080.1_2_573_1958,461,978,0.94,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
178,NC_073080.1_3_1970_3490,506,978,0.91,11,5.0,45.45,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
179,NC_073080.1_4_3474_4577,367,979,0.95,4,1.0,25.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
180,NC_073080.1_9_7098_8192,364,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
181,NC_073080.1_16_12145_14787,880,978,0.98,29,13.0,44.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
182,NC_073080.1_21_17554_20973,1139,978,0.94,42,23.0,54.76,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
183,NC_073080.1_25_22304_24262,652,978,0.96,18,15.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
184,NC_073080.1_35_28432_29856,474,978,0.86,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
185,NC_073080.1_39_30615_32906,763,978,0.99,24,17.0,70.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
186,NC_073080.1_43_34240_35670,476,978,0.91,9,2.0,22.22,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
187,NC_073080.1_49_37571_39835,754,979,0.94,23,12.0,52.17,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
188,NC_073080.1_59_43598_44740,380,979,1.0,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
189,NC_071152.1_7_2220_3620,466,978,0.9,9,7.0,77.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
190,NC_071152.1_9_4096_5184,362,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
191,NC_071152.1_29_13128_16427,1099,978,0.97,40,28.0,70.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
192,NC_071152.1_35_18764_21244,826,427,0.96,27,9.0,33.33,QDZ38037.1,152,Astroviridae,Astroviridae,Astroviridae,Mamastrovirus,ORF2,Structural-Envelope,Bos taurus,ssRNA(+)
193,NC_071152.1_36_21283_25005,1240,978,0.98,47,30.0,63.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
194,NC_071152.1_38_25557_26594,345,979,1.0,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
195,NC_071152.1_39_26618_27574,318,978,0.89,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
196,NC_071152.1_41_28022_29959,645,574,0.97,18,9.0,50.0,AXU44617.1,103,Secoviridae,Secoviridae,Secoviridae,Waikavirus,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+)
197,NC_071152.1_45_31822_33375,517,979,0.93,11,5.0,45.45,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
198,NC_071152.1_57_37364_38794,476,493,0.99,9,2.0,22.22,QPB10704.1,131,Astroviridae,Astroviridae,Astroviridae,Avastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Meleagris gallopavo,ssRNA(+)
199,NC_071152.1_66_41037_42485,482,978,0.95,10,5.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
200,NC_071152.1_67_42466_43410,314,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
201,NC_071128.1_3_1641_2849,402,979,0.9,6,2.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
202,NC_071128.1_4_2846_4852,668,979,0.94,19,6.0,31.58,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
203,NC_071128.1_16_10227_11750,507,979,0.96,11,6.0,54.55,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
204,NC_071128.1_23_13763_14890,375,493,0.93,4,2.0,50.0,QPB10704.1,131,Astroviridae,Astroviridae,Astroviridae,Avastrovirus,RNA-dependent RNA polymerase,Replication-Transcription,Meleagris gallopavo,ssRNA(+)
205,NC_071128.1_25_15032_16060,342,979,1.0,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
206,NC_071128.1_30_17054_18766,570,979,0.88,14,10.0,71.43,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
207,NC_071128.1_35_20569_22926,785,979,0.91,25,4.0,16.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
208,NC_071128.1_41_24300_25424,374,979,0.99,4,3.0,75.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
209,NC_071128.1_45_27039_28487,482,978,0.96,10,7.0,70.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
210,NC_071128.1_46_28490_29887,465,979,0.94,9,4.0,44.44,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
211,NC_071128.1_60_34349_35488,379,979,0.91,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
212,NC_071128.1_72_41740_42876,378,538,0.98,4,1.0,25.0,NP_599247.1,117,Nodaviridae,Nodaviridae,Nodaviridae,Betanodavirus,RNA-dependent RNA polymerase,Replication-Transcription,Dicentrarchus labrax,ssRNA(+)
213,NC_071128.1_80_45640_47088,482,978,0.98,10,7.0,70.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
214,NC_071128.1_81_47091_48515,474,978,0.99,9,8.0,88.89,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
215,NC_071051.1_2_405_1709,434,668,0.98,7,5.0,71.43,QJI52022.1,75,Dicistroviridae,Dicistroviridae,Dicistroviridae,Triatovirus,non-structural polyprotein,Hypothetical,Apis mellifera,ssRNA(+)
216,NC_071051.1_3_1721_3229,502,978,0.99,11,10.0,90.91,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
217,NC_071051.1_4_3236_4459,407,978,0.98,6,3.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
218,NC_071051.1_15_9326_13912,1528,978,1.0,62,58.0,93.55,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
219,NC_071051.1_17_14625_16151,508,979,0.91,11,10.0,90.91,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
220,NC_071051.1_18_16154_18610,818,978,0.95,26,18.0,69.23,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
221,NC_071051.1_24_21285_22394,369,979,0.97,4,2.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
222,NC_071051.1_33_27649_28620,323,978,0.93,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
223,NC_071074.1_4_2086_3594,502,978,0.97,11,11.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
224,NC_071074.1_8_5645_6691,348,979,0.98,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
225,NC_071074.1_17_9557_14110,1517,978,1.0,61,60.0,98.36,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
226,NC_071074.1_18_14110_15648,512,979,0.97,11,6.0,54.55,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
227,NC_071074.1_19_15648_18341,897,978,0.98,30,24.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
228,NC_071074.1_20_18342_20348,668,978,0.96,19,16.0,84.21,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
229,NC_071074.1_32_26059_27396,445,979,0.97,8,5.0,62.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
230,NC_071074.1_35_28663_30183,506,978,0.98,11,6.0,54.55,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
231,NC_070654.1_2_1023_2657,544,978,0.93,13,8.0,61.54,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
232,NC_070654.1_4_2858_4009,383,267,0.95,5,1.0,20.0,P03364.3,299,Retroviridae,Retroviridae,Retroviridae,Betaretrovirus,pol protein,Polyprotein,Capra hircus,ssRNA-RT
233,NC_070654.1_6_4670_5863,397,978,0.93,5,1.0,20.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
234,NC_070654.1_13_8854_13635,1593,978,0.99,65,47.0,72.31,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
235,NC_070654.1_14_13641_15188,515,978,0.98,11,6.0,54.55,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
236,NC_070654.1_15_15188_18457,1089,978,0.99,40,36.0,90.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
237,NC_070654.1_16_18457_20505,682,978,0.99,20,20.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
238,NC_070654.1_33_29521_30483,320,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
