num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
118,114,NODE_199_length_2280_cov_3.469199_1_3_1556,517,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,2.0,33.33
119,115,NODE_200_length_2275_cov_10.611421_2_794_2275,493,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,1.0,20.0
120,116,NODE_202_length_2269_cov_8.584730_1_558_2267,569,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,5.0,71.43
121,117,NODE_204_length_2260_cov_1.964002_2_585_1724,379,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
122,118,NODE_205_length_2253_cov_3.628518_1_2_1498,498,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
123,119,NODE_206_length_2237_cov_4.269849_1_1_2235,745,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,12,9.0,75.0
124,120,NODE_207_length_2237_cov_3.723535_1_1091_2236,381,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
125,121,NODE_208_length_2237_cov_2.881380_1_2_1369,456,841,0.98,ARB16032.1,Nairoviridae,Nairoviridae-Peribunyaviridae-Coronaviridae,Nairoviridae,105,45,RNA-dependent RNA polymerase,Replication-Transcription,Ixodes ricinus,ssRNA(-),Orthonairovirus,4,2.0,50.0
126,122,NODE_209_length_2234_cov_91.612873_1_1_1977,658,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,4.0,44.44
127,123,NODE_210_length_2232_cov_2.058740_2_266_1840,524,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
128,124,NODE_211_length_2231_cov_8.446445_2_538_2229,563,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,2.0,28.57
129,125,NODE_212_length_2231_cov_1.911374_1_522_2231,569,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,6.0,85.71
130,126,NODE_213_length_2227_cov_8.149573_1_39_1271,410,20,0.87,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,3,1.0,33.33
131,127,NODE_215_length_2224_cov_3.096053_1_62_2224,721,180,0.99,APC23164.1,Parvoviridae,Parvoviridae,Parvoviridae,5794,549,non-structural protein NS1,Non-structural,Homo sapiens,ssDNA(+/-),Erythroparvovirus,11,5.0,45.45
132,128,NODE_218_length_2219_cov_15.928503_1_428_2218,596,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,7.0,87.5
133,129,NODE_223_length_2199_cov_17.282002_1_3_1373,456,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
134,130,NODE_224_length_2196_cov_3.110843_1_813_2195,460,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
135,131,NODE_227_length_2184_cov_4.825012_2_229_2082,617,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,8.0,100.0
136,132,NODE_229_length_2178_cov_39.539621_2_1011_2177,388,66,1.0,ASV45868.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,493,1992,polymerase,Replication-Transcription,Canis lupus familiaris,ssRNA(-),Lyssavirus,3,1.0,33.33
137,133,NODE_230_length_2178_cov_14.788527_1_1_951,317,126,0.89,QIM73742.1,Arenaviridae,Arenaviridae,Arenaviridae,758,817,polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Mammarenavirus,1,1.0,100.0
138,134,NODE_233_length_2176_cov_6.108029_1_3_2174,724,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,11,11.0,100.0
139,135,NODE_235_length_2173_cov_10.738304_1_3_1250,415,20,1.0,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,3,3.0,100.0
140,136,NODE_239_length_2169_cov_156.329590_1_2_1027,342,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
141,137,NODE_241_length_2169_cov_3.618164_1_2_1999,665,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,7.0,70.0
142,138,NODE_242_length_2167_cov_8.981427_1_2_1600,532,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
143,139,NODE_243_length_2167_cov_8.287390_1_3_1820,605,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,8,8.0,100.0
144,140,NODE_244_length_2167_cov_4.294721_1_3_1247,414,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
145,141,NODE_245_length_2165_cov_8.277886_1_645_1961,438,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,2.0,50.0
146,142,NODE_249_length_2159_cov_2.282630_1_456_2159,568,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,7.0,100.0
148,143,NODE_253_length_2148_cov_5.171682_2_613_1779,388,80,0.87,YP_009505611.1,Picornaviridae,Picornaviridae-Hepeviridae,Picornaviridae,749,1503,polyprotein-capsid,Polyprotein,Homo sapiens,ssRNA(+),Hepatovirus,3,1.0,33.33
149,144,NODE_254_length_2146_cov_8.829136_2_501_2144,547,867,0.99,QBJ02269.1,Reoviridae,Reoviridae,Sedoreoviridae,4684,43,VP3,Structural-Envelope,Sus scrofa,dsRNA,Rotavirus,7,1.0,14.29
150,145,NODE_255_length_2145_cov_8.000988_1_305_2143,613,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,5.0,62.5
151,146,NODE_262_length_2127_cov_3.682951_1_331_1824,497,834,0.94,QKU35550.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,1628,46,DNA-directed RNA polymerase subunit 2,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,5,3.0,60.0
152,147,NODE_265_length_2119_cov_6.234735_2_609_1937,442,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
153,148,NODE_266_length_2117_cov_7.780060_2_541_2115,525,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
154,149,NODE_267_length_2117_cov_4.711924_1_590_2035,481,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
155,150,NODE_269_length_2113_cov_3.560241_1_640_1980,446,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
156,151,NODE_270_length_2113_cov_2.432229_1_1_2082,693,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,10.0,100.0
157,152,NODE_271_length_2112_cov_2.443998_1_387_1553,388,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
158,153,NODE_277_length_2101_cov_3.602525_1_3_2099,699,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,6.0,60.0
159,154,NODE_278_length_2101_cov_2.789394_1_112_1134,340,532,1.0,AWV66923.1,Tobaniviridae,Tobaniviridae,Tobaniviridae,37,119,polyprotein 1a,Polyprotein,Sus scrofa,ssRNA(+),Torovirus,1,1.0,100.0
160,155,NODE_279_length_2101_cov_2.392424_1_3_1286,428,0,0.95,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus,4,3.0,75.0
161,156,NODE_283_length_2097_cov_8.695344_1_926_2053,375,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
162,157,NODE_286_length_2092_cov_11.828513_1_2_2041,680,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,6.0,60.0
163,158,NODE_288_length_2087_cov_6.892675_1_45_1799,584,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,6.0,75.0
164,159,NODE_292_length_2079_cov_1.864147_1_576_2078,500,979,0.89,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,2.0,40.0
165,160,NODE_294_length_2075_cov_8.668373_1_1_1752,583,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,7.0,87.5
166,161,NODE_296_length_2070_cov_10.919959_1_317_2068,583,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,4.0,50.0
167,162,NODE_297_length_2069_cov_3.055955_1_2_2068,689,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,10.0,100.0
168,163,NODE_301_length_2064_cov_7.449820_1_556_2064,502,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,1.0,16.67
169,164,NODE_302_length_2063_cov_7.395469_2_82_1605,507,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,2.0,33.33
171,165,NODE_310_length_2055_cov_2.095140_1_3_1868,622,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,2.0,22.22
172,166,NODE_313_length_2048_cov_7.620135_1_239_1279,346,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
173,167,NODE_314_length_2047_cov_5.431983_1_141_2045,635,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,5.0,55.56
174,168,NODE_316_length_2044_cov_2.413417_2_398_1492,364,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
175,169,NODE_319_length_2031_cov_37.212565_2_155_2029,624,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,6.0,66.67
176,170,NODE_321_length_2029_cov_5.664046_1_3_1349,449,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
177,171,NODE_322_length_2027_cov_3.533578_1_295_2025,576,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,5.0,71.43
178,172,NODE_325_length_2021_cov_22.764737_1_132_1523,463,134,0.96,AVO64743.1,Reoviridae,Reoviridae,Sedoreoviridae,6405,771,VP4-capping,Structural-Envelope,Bos taurus,dsRNA,Orbivirus,5,2.0,40.0
179,173,NODE_327_length_2019_cov_9.724447_1_2_1561,519,80,0.99,YP_009505611.1,Picornaviridae,Picornaviridae-Hepeviridae,Picornaviridae,749,1503,polyprotein-capsid,Polyprotein,Homo sapiens,ssRNA(+),Hepatovirus,6,2.0,33.33
180,174,NODE_328_length_2019_cov_2.217597_1_285_1364,359,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
181,175,NODE_332_length_2015_cov_2.718585_1_3_2015,671,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,3.0,30.0
182,176,NODE_334_length_2013_cov_2.051268_2_383_1810,475,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
183,177,NODE_335_length_2010_cov_6.154579_1_19_1968,649,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,9.0,100.0
184,178,NODE_337_length_2008_cov_12.502385_1_369_1967,532,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,1.0,16.67
185,179,NODE_338_length_2008_cov_2.888182_1_32_1999,655,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,6.0,66.67
186,180,NODE_340_length_2005_cov_4.886412_1_881_2005,374,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
187,181,NODE_341_length_2004_cov_22.815189_1_1_1062,353,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
188,182,NODE_345_length_2000_cov_19.487493_1_2_1747,581,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,7.0,87.5
189,183,NODE_347_length_1997_cov_6.833689_1_117_1673,518,20,0.96,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,6,3.0,50.0
190,184,NODE_349_length_1995_cov_6.985592_1_24_1355,443,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
191,185,NODE_350_length_1995_cov_4.900213_1_1_1293,430,574,1.0,AXU44617.1,Secoviridae,Secoviridae,Secoviridae,214,103,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+),Waikavirus,4,1.0,25.0
192,186,NODE_351_length_1995_cov_1.917289_1_1_1320,439,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
193,187,NODE_354_length_1993_cov_18.322115_2_420_1811,463,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,5.0,100.0
194,188,NODE_355_length_1993_cov_3.272436_1_895_1992,365,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
195,189,NODE_356_length_1990_cov_10.334403_1_3_1988,662,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,10.0,100.0
196,190,NODE_357_length_1990_cov_7.044944_1_867_1988,373,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
199,191,NODE_364_length_1978_cov_2.085083_1_25_1977,651,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,5.0,55.56
200,192,NODE_366_length_1975_cov_8.186624_1_3_1736,578,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,7.0,100.0
201,193,NODE_368_length_1972_cov_11.171799_1_2_1885,627,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,8.0,88.89
202,194,NODE_369_length_1972_cov_4.306321_1_3_1970,656,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,5.0,55.56
203,195,NODE_371_length_1968_cov_16.324310_1_3_1880,625,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,6.0,66.67
204,196,NODE_377_length_1964_cov_3.326641_1_194_1963,590,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,6.0,75.0
205,197,NODE_379_length_1963_cov_4.228013_1_2_1906,635,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,5.0,55.56
206,198,NODE_380_length_1960_cov_3.210440_1_1048_1959,303,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
208,199,NODE_385_length_1951_cov_37.628415_1_3_1502,499,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
209,200,NODE_387_length_1949_cov_3.171225_1_2_1051,350,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
210,201,NODE_388_length_1948_cov_9.505200_1_3_1877,625,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,9.0,100.0
211,202,NODE_390_length_1947_cov_5.625958_1_2_1099,365,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
212,203,NODE_393_length_1944_cov_7.721338_1_274_1908,544,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,7.0,100.0
213,204,NODE_396_length_1941_cov_4.299451_1_3_1109,368,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
215,205,NODE_400_length_1936_cov_6.587328_1_399_1934,511,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
216,206,NODE_401_length_1934_cov_7.383894_1_270_1739,489,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,3.0,60.0
217,207,NODE_402_length_1933_cov_2.556843_2_147_1931,594,20,0.96,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,8,5.0,62.5
218,208,NODE_403_length_1932_cov_2.502485_1_1_1932,644,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,4.0,44.44
219,209,NODE_404_length_1931_cov_7.858011_1_201_1931,577,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,5.0,71.43
220,210,NODE_407_length_1928_cov_11.967903_1_251_1927,558,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,7.0,100.0
221,211,NODE_411_length_1917_cov_9.670935_1_374_1915,513,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
222,212,NODE_412_length_1917_cov_7.125835_1_454_1917,487,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,2.0,40.0
223,213,NODE_414_length_1915_cov_6.116499_1_60_1913,618,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,6.0,75.0
225,214,NODE_416_length_1911_cov_5.651955_1_3_1910,636,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,9.0,100.0
227,215,NODE_420_length_1909_cov_5.583893_1_381_1907,508,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
228,216,NODE_421_length_1908_cov_2.203134_1_150_1280,376,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
229,217,NODE_423_length_1906_cov_4.295238_1_914_1906,331,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
230,218,NODE_424_length_1904_cov_9.165451_1_552_1850,432,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
231,219,NODE_426_length_1899_cov_4.987627_1_289_1899,536,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,5.0,83.33
232,220,NODE_433_length_1890_cov_4.245336_1_3_1319,439,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
233,221,NODE_434_length_1889_cov_5.759615_1_657_1889,410,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
234,222,NODE_439_length_1886_cov_20.935411_2_148_1884,578,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,1.0,14.29
235,223,NODE_441_length_1883_cov_3.543700_1_1_1881,627,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,7.0,77.78
236,224,NODE_442_length_1882_cov_2.409994_1_405_1754,449,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,1.0,25.0
238,225,NODE_449_length_1878_cov_22.138304_1_725_1876,383,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
239,226,NODE_450_length_1878_cov_3.346044_1_290_1360,356,165,0.89,NP_056907.1,Retroviridae,Retroviridae,Retroviridae,1742,624,gag protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Deltaretrovirus,2,1.0,50.0
240,227,NODE_451_length_1878_cov_2.012521_1_2_1876,625,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,7.0,77.78
241,228,NODE_457_length_1864_cov_3.687894_2_891_1862,323,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
